Country,Home,Away,Time,League,Season,Result
Poland,Wielun,Kedzierzyn-Kozle,27.10. 16:00,PlusLiga,2010/2011,0-3
Poland,ONICO Warszawa,Jastrzebski,24.10. 12:45,PlusLiga,2010/2011,3-1
Poland,Wielun,Rzeszow,23.10. 17:00,PlusLiga,2010/2011,2-3
Poland,Kedzierzyn-Kozle,Olsztyn,23.10. 12:45,PlusLiga,2010/2011,3-0
Poland,Czestochowa,Bydgoszcz,22.10. 18:30,PlusLiga,2010/2011,2-3
Poland,Kielce,Belchatow,22.10. 16:00,PlusLiga,2010/2011,0-3
Poland,Kedzierzyn-Kozle,Jastrzebski,25.04. 18:00,PlusLiga,2011/2012,3-0
Poland,Bydgoszcz,Czestochowa,25.04. 16:00,PlusLiga,2011/2012,3-0
Poland,Jastrzebski,Kedzierzyn-Kozle,22.04. 15:00,PlusLiga,2011/2012,0-3
Poland,Czestochowa,Bydgoszcz,22.04. 13:00,PlusLiga,2011/2012,1-3
Poland,Rzeszow,Belchatow,22.04. 12:00,PlusLiga,2011/2012,3-0
Poland,Rzeszow,Belchatow,21.04. 16:00,PlusLiga,2011/2012,1-3
Poland,Jastrzebski,Kedzierzyn-Kozle,21.04. 15:00,PlusLiga,2011/2012,3-0
Poland,Czestochowa,Bydgoszcz,21.04. 15:00,PlusLiga,2011/2012,1-3
Poland,Belchatow,Rzeszow,18.04. 16:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,Jastrzebski,18.04. 16:00,PlusLiga,2011/2012,3-1
Poland,Bydgoszcz,Czestochowa,18.04. 16:00,PlusLiga,2011/2012,2-3
Poland,Belchatow,Rzeszow,17.04. 16:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,Jastrzebski,17.04. 16:00,PlusLiga,2011/2012,1-3
Poland,Bydgoszcz,Czestochowa,17.04. 16:00,PlusLiga,2011/2012,2-3
Poland,Rzeszow,Kedzierzyn-Kozle,11.04. 18:00,PlusLiga,2011/2012,3-0
Poland,Czestochowa,Kielce,11.04. 17:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,Kedzierzyn-Kozle,10.04. 18:00,PlusLiga,2011/2012,3-2
Poland,Bydgoszcz,ONICO Warszawa,10.04. 16:00,PlusLiga,2011/2012,3-0
Poland,Jastrzebski,Belchatow,10.04. 15:30,PlusLiga,2011/2012,2-3
Poland,Belchatow,Jastrzebski,05.04. 18:45,PlusLiga,2011/2012,3-0
Poland,Kedzierzyn-Kozle,Rzeszow,05.04. 15:30,PlusLiga,2011/2012,3-1
Poland,Belchatow,Jastrzebski,04.04. 18:45,PlusLiga,2011/2012,3-2
Poland,Kielce,Czestochowa,04.04. 17:00,PlusLiga,2011/2012,1-3
Poland,ONICO Warszawa,Bydgoszcz,04.04. 16:30,PlusLiga,2011/2012,0-3
Poland,Kedzierzyn-Kozle,Rzeszow,04.04. 15:30,PlusLiga,2011/2012,0-3
Poland,Gdansk,Olsztyn,28.03. 17:00,PlusLiga,2011/2012,3-0
Poland,Jastrzebski,Bydgoszcz,22.03. 17:00,PlusLiga,2011/2012,3-1
Poland,Czestochowa,Rzeszow,21.03. 18:00,PlusLiga,2011/2012,1-3
Poland,Jastrzebski,Bydgoszcz,21.03. 17:00,PlusLiga,2011/2012,3-2
Poland,Kielce,Kedzierzyn-Kozle,21.03. 17:00,PlusLiga,2011/2012,2-3
Poland,ONICO Warszawa,Belchatow,21.03. 17:00,PlusLiga,2011/2012,0-3
Poland,Olsztyn,Gdansk,21.03. 17:00,PlusLiga,2011/2012,0-3
Poland,Gdansk,Olsztyn,14.03. 18:00,PlusLiga,2011/2012,3-1
Poland,Bydgoszcz,Jastrzebski,12.03. 17:00,PlusLiga,2011/2012,2-3
Poland,Belchatow,ONICO Warszawa,11.03. 13:30,PlusLiga,2011/2012,3-0
Poland,Bydgoszcz,Jastrzebski,11.03. 13:00,PlusLiga,2011/2012,3-0
Poland,Kedzierzyn-Kozle,Kielce,10.03. 16:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,Czestochowa,10.03. 16:00,PlusLiga,2011/2012,3-1
Poland,Olsztyn,Gdansk,10.03. 16:00,PlusLiga,2011/2012,3-1
Poland,Belchatow,ONICO Warszawa,10.03. 13:30,PlusLiga,2011/2012,3-0
Poland,Kedzierzyn-Kozle,Kielce,09.03. 17:00,PlusLiga,2011/2012,3-0
Poland,Rzeszow,Czestochowa,09.03. 17:00,PlusLiga,2011/2012,3-1
Poland,Czestochowa,Bydgoszcz,07.03. 18:00,PlusLiga,2011/2012,3-1
Poland,Gdansk,ONICO Warszawa,03.03. 16:00,PlusLiga,2011/2012,3-0
Poland,Kedzierzyn-Kozle,Olsztyn,03.03. 16:00,PlusLiga,2011/2012,1-3
Poland,Belchatow,Kielce,03.03. 15:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,Jastrzebski,02.03. 17:00,PlusLiga,2011/2012,3-0
Poland,Kielce,Gdansk,26.02. 17:00,PlusLiga,2011/2012,3-1
Poland,Jastrzebski,Kedzierzyn-Kozle,26.02. 16:30,PlusLiga,2011/2012,0-3
Poland,ONICO Warszawa,Czestochowa,26.02. 15:00,PlusLiga,2011/2012,3-2
Poland,Olsztyn,Belchatow,25.02. 16:00,PlusLiga,2011/2012,1-3
Poland,Bydgoszcz,Rzeszow,24.02. 17:00,PlusLiga,2011/2012,3-2
Poland,Kielce,Olsztyn,20.02. 17:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,ONICO Warszawa,19.02. 12:00,PlusLiga,2011/2012,3-0
Poland,Kedzierzyn-Kozle,Bydgoszcz,18.02. 16:00,PlusLiga,2011/2012,3-2
Poland,Gdansk,Czestochowa,18.02. 14:00,PlusLiga,2011/2012,1-3
Poland,Belchatow,Jastrzebski,18.02. 13:30,PlusLiga,2011/2012,3-0
Poland,Czestochowa,Rzeszow,15.02. 18:00,PlusLiga,2011/2012,0-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,15.02. 18:00,PlusLiga,2011/2012,0-3
Poland,Bydgoszcz,Belchatow,15.02. 17:00,PlusLiga,2011/2012,0-3
Poland,Jastrzebski,Kielce,15.02. 17:00,PlusLiga,2011/2012,2-3
Poland,Olsztyn,Gdansk,15.02. 17:00,PlusLiga,2011/2012,1-3
Poland,Gdansk,Rzeszow,11.02. 17:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,Czestochowa,11.02. 16:00,PlusLiga,2011/2012,3-0
Poland,Belchatow,ONICO Warszawa,11.02. 15:00,PlusLiga,2011/2012,3-2
Poland,Olsztyn,Jastrzebski,11.02. 12:45,PlusLiga,2011/2012,1-3
Poland,Bydgoszcz,Kielce,10.02. 17:00,PlusLiga,2011/2012,3-0
Poland,Czestochowa,Belchatow,05.02. 17:00,PlusLiga,2011/2012,0-3
Poland,Bydgoszcz,Olsztyn,04.02. 16:00,PlusLiga,2011/2012,3-0
Poland,Jastrzebski,Gdansk,04.02. 16:00,PlusLiga,2011/2012,3-0
Poland,Rzeszow,Kedzierzyn-Kozle,04.02. 13:30,PlusLiga,2011/2012,3-1
Poland,ONICO Warszawa,Kielce,03.02. 17:00,PlusLiga,2011/2012,3-2
Poland,Kielce,Czestochowa,30.01. 17:00,PlusLiga,2011/2012,1-3
Poland,Jastrzebski,Bydgoszcz,29.01. 16:30,PlusLiga,2011/2012,2-3
Poland,Belchatow,Rzeszow,28.01. 19:00,PlusLiga,2011/2012,3-0
Poland,Olsztyn,ONICO Warszawa,28.01. 16:00,PlusLiga,2011/2012,0-3
Poland,Gdansk,Kedzierzyn-Kozle,28.01. 14:00,PlusLiga,2011/2012,0-3
Poland,Czestochowa,Olsztyn,16.01. 17:00,PlusLiga,2011/2012,3-1
Poland,Kedzierzyn-Kozle,Belchatow,15.01. 17:00,PlusLiga,2011/2012,1-3
Poland,Rzeszow,Kielce,14.01. 16:00,PlusLiga,2011/2012,3-0
Poland,ONICO Warszawa,Jastrzebski,14.01. 13:30,PlusLiga,2011/2012,2-3
Poland,Gdansk,Bydgoszcz,13.01. 19:00,PlusLiga,2011/2012,0-3
Poland,Jastrzebski,Czestochowa,30.12. 17:00,PlusLiga,2011/2012,3-0
Poland,Kielce,Kedzierzyn-Kozle,30.12. 17:00,PlusLiga,2011/2012,0-3
Poland,Bydgoszcz,ONICO Warszawa,29.12. 19:30,PlusLiga,2011/2012,3-2
Poland,Olsztyn,Rzeszow,29.12. 17:00,PlusLiga,2011/2012,0-3
Poland,Belchatow,Gdansk,29.12. 16:00,PlusLiga,2011/2012,3-0
Poland,ONICO Warszawa,Gdansk,18.12. 18:00,PlusLiga,2011/2012,3-0
Poland,Olsztyn,Kedzierzyn-Kozle,18.12. 15:00,PlusLiga,2011/2012,3-1
Poland,Jastrzebski,Rzeszow,17.12. 13:30,PlusLiga,2011/2012,3-1
Poland,Kielce,Belchatow,17.12. 13:30,PlusLiga,2011/2012,2-3
Poland,Bydgoszcz,Czestochowa,16.12. 17:00,PlusLiga,2011/2012,3-0
Poland,Gdansk,Kielce,11.12. 17:00,PlusLiga,2011/2012,3-2
Poland,Belchatow,Olsztyn,10.12. 16:00,PlusLiga,2011/2012,3-0
Poland,Rzeszow,Bydgoszcz,10.12. 16:00,PlusLiga,2011/2012,3-1
Poland,Kedzierzyn-Kozle,Jastrzebski,10.12. 13:30,PlusLiga,2011/2012,2-3
Poland,Czestochowa,ONICO Warszawa,09.12. 19:00,PlusLiga,2011/2012,2-3
Poland,Jastrzebski,Belchatow,05.11. 13:30,PlusLiga,2011/2012,1-3
Poland,Czestochowa,Gdansk,04.11. 19:00,PlusLiga,2011/2012,3-0
Poland,ONICO Warszawa,Rzeszow,04.11. 18:00,PlusLiga,2011/2012,2-3
Poland,Bydgoszcz,Kedzierzyn-Kozle,03.11. 19:40,PlusLiga,2011/2012,1-3
Poland,Olsztyn,Kielce,03.11. 17:00,PlusLiga,2011/2012,0-3
Poland,Rzeszow,Czestochowa,31.10. 17:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,ONICO Warszawa,30.10. 16:00,PlusLiga,2011/2012,3-0
Poland,Belchatow,Bydgoszcz,29.10. 13:50,PlusLiga,2011/2012,3-0
Poland,Kielce,Jastrzebski,29.10. 12:30,PlusLiga,2011/2012,3-1
Poland,Gdansk,Olsztyn,28.10. 18:00,PlusLiga,2011/2012,3-0
Poland,Bydgoszcz,Jastrzebski,25.10. 16:50,PlusLiga,2011/2012,2-3
Poland,ONICO Warszawa,Belchatow,23.10. 13:50,PlusLiga,2011/2012,2-3
Poland,Czestochowa,Kedzierzyn-Kozle,22.10. 15:00,PlusLiga,2011/2012,1-3
Poland,Jastrzebski,Olsztyn,22.10. 15:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,Gdansk,22.10. 15:00,PlusLiga,2011/2012,3-0
Poland,Kielce,Bydgoszcz,21.10. 18:00,PlusLiga,2011/2012,1-3
Poland,Gdansk,Jastrzebski,17.10. 16:50,PlusLiga,2011/2012,0-3
Poland,Kielce,ONICO Warszawa,15.10. 16:00,PlusLiga,2011/2012,2-3
Poland,Belchatow,Czestochowa,15.10. 15:00,PlusLiga,2011/2012,3-1
Poland,Olsztyn,Bydgoszcz,15.10. 15:00,PlusLiga,2011/2012,2-3
Poland,Kedzierzyn-Kozle,Rzeszow,15.10. 12:30,PlusLiga,2011/2012,3-0
Poland,Rzeszow,Belchatow,12.10. 18:00,PlusLiga,2011/2012,3-2
Poland,Czestochowa,Kielce,12.10. 17:00,PlusLiga,2011/2012,0-3
Poland,ONICO Warszawa,Olsztyn,12.10. 17:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,Gdansk,12.10. 16:00,PlusLiga,2011/2012,3-1
Poland,Kielce,Rzeszow,08.10. 16:00,PlusLiga,2011/2012,0-3
Poland,Bydgoszcz,Gdansk,08.10. 15:00,PlusLiga,2011/2012,3-0
Poland,Belchatow,Kedzierzyn-Kozle,08.10. 12:30,PlusLiga,2011/2012,0-3
Poland,Olsztyn,Czestochowa,07.10. 16:00,PlusLiga,2011/2012,3-0
Poland,Jastrzebski,ONICO Warszawa,05.10. 16:00,PlusLiga,2011/2012,3-1
Poland,Kedzierzyn-Kozle,Kielce,03.10. 16:00,PlusLiga,2011/2012,3-1
Poland,Rzeszow,Olsztyn,02.10. 15:00,PlusLiga,2011/2012,3-0
Poland,Czestochowa,Jastrzebski,01.10. 15:00,PlusLiga,2011/2012,3-1
Poland,Gdansk,Belchatow,30.09. 18:00,PlusLiga,2011/2012,1-3
Poland,ONICO Warszawa,Bydgoszcz,29.09. 17:00,PlusLiga,2011/2012,1-3
Poland,Kedzierzyn-Kozle,Rzeszow,20.04. 16:00,PlusLiga,2012/2013,1-3
Poland,Jastrzebski,Bydgoszcz,16.04. 16:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Bydgoszcz,15.04. 16:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,Kedzierzyn-Kozle,14.04. 18:00,PlusLiga,2012/2013,0-3
Poland,Rzeszow,Kedzierzyn-Kozle,13.04. 11:00,PlusLiga,2012/2013,3-0
Poland,Bydgoszcz,Jastrzebski,09.04. 16:00,PlusLiga,2012/2013,2-3
Poland,ONICO Warszawa,Belchatow,08.04. 17:00,PlusLiga,2012/2013,2-3
Poland,Bydgoszcz,Jastrzebski,08.04. 16:00,PlusLiga,2012/2013,3-1
Poland,Kedzierzyn-Kozle,Rzeszow,08.04. 16:00,PlusLiga,2012/2013,1-3
Poland,Kedzierzyn-Kozle,Rzeszow,07.04. 14:30,PlusLiga,2012/2013,3-0
Poland,Kedzierzyn-Kozle,Jastrzebski,29.03. 17:00,PlusLiga,2012/2013,3-1
Poland,Kedzierzyn-Kozle,Jastrzebski,28.03. 19:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,Bydgoszcz,25.03. 17:00,PlusLiga,2012/2013,3-1
Poland,Rzeszow,Bydgoszcz,24.03. 13:30,PlusLiga,2012/2013,3-1
Poland,Belchatow,ONICO Warszawa,23.03. 15:00,PlusLiga,2012/2013,3-1
Poland,Jastrzebski,Kedzierzyn-Kozle,23.03. 13:30,PlusLiga,2012/2013,1-3
Poland,Belchatow,ONICO Warszawa,22.03. 17:00,PlusLiga,2012/2013,3-2
Poland,Gdansk,Belchatow,17.03. 19:30,PlusLiga,2012/2013,0-3
Poland,ONICO Warszawa,Kielce,16.03. 16:00,PlusLiga,2012/2013,3-1
Poland,Olsztyn,Czestochowa,15.03. 17:00,PlusLiga,2012/2013,0-3
Poland,Bydgoszcz,Rzeszow,11.03. 17:00,PlusLiga,2012/2013,1-3
Poland,Bydgoszcz,Rzeszow,10.03. 19:00,PlusLiga,2012/2013,3-2
Poland,Belchatow,Gdansk,10.03. 14:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Kedzierzyn-Kozle,08.03. 19:00,PlusLiga,2012/2013,3-0
Poland,Czestochowa,Olsztyn,08.03. 17:30,PlusLiga,2012/2013,3-1
Poland,Kielce,ONICO Warszawa,08.03. 17:00,PlusLiga,2012/2013,0-3
Poland,Rzeszow,Belchatow,04.03. 17:00,PlusLiga,2012/2013,3-2
Poland,Jastrzebski,Kielce,03.03. 18:00,PlusLiga,2012/2013,3-0
Poland,Olsztyn,Czestochowa,02.03. 16:00,PlusLiga,2012/2013,1-3
Poland,Belchatow,Rzeszow,25.02. 17:00,PlusLiga,2012/2013,3-1
Poland,Kielce,Jastrzebski,25.02. 17:00,PlusLiga,2012/2013,3-0
Poland,Kielce,Jastrzebski,24.02. 17:00,PlusLiga,2012/2013,3-2
Poland,Belchatow,Rzeszow,24.02. 13:30,PlusLiga,2012/2013,3-2
Poland,ONICO Warszawa,Kedzierzyn-Kozle,23.02. 13:00,PlusLiga,2012/2013,0-3
Poland,Gdansk,Bydgoszcz,20.02. 18:00,PlusLiga,2012/2013,0-3
Poland,Bydgoszcz,Gdansk,18.02. 17:00,PlusLiga,2012/2013,3-0
Poland,Rzeszow,Belchatow,18.02. 17:00,PlusLiga,2012/2013,3-2
Poland,Kedzierzyn-Kozle,ONICO Warszawa,17.02. 18:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,Belchatow,17.02. 13:30,PlusLiga,2012/2013,3-1
Poland,Bydgoszcz,Gdansk,16.02. 16:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Kielce,16.02. 16:00,PlusLiga,2012/2013,3-1
Poland,Kedzierzyn-Kozle,ONICO Warszawa,16.02. 13:30,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Kielce,15.02. 17:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Czestochowa,11.02. 17:00,PlusLiga,2012/2013,3-0
Poland,Rzeszow,Gdansk,10.02. 13:30,PlusLiga,2012/2013,3-1
Poland,Belchatow,ONICO Warszawa,09.02. 16:00,PlusLiga,2012/2013,3-2
Poland,Olsztyn,Bydgoszcz,09.02. 16:00,PlusLiga,2012/2013,0-3
Poland,Kedzierzyn-Kozle,Kielce,08.02. 16:00,PlusLiga,2012/2013,2-3
Poland,Olsztyn,Gdansk,03.02. 13:30,PlusLiga,2012/2013,3-0
Poland,Czestochowa,Kedzierzyn-Kozle,02.02. 16:00,PlusLiga,2012/2013,2-3
Poland,Kielce,Belchatow,02.02. 16:00,PlusLiga,2012/2013,1-3
Poland,Bydgoszcz,Jastrzebski,02.02. 13:30,PlusLiga,2012/2013,3-2
Poland,ONICO Warszawa,Rzeszow,01.02. 19:00,PlusLiga,2012/2013,1-3
Poland,Belchatow,Czestochowa,19.01. 16:00,PlusLiga,2012/2013,2-3
Poland,Kielce,Rzeszow,19.01. 16:00,PlusLiga,2012/2013,3-2
Poland,Kedzierzyn-Kozle,Bydgoszcz,19.01. 13:30,PlusLiga,2012/2013,0-3
Poland,Gdansk,ONICO Warszawa,18.01. 17:30,PlusLiga,2012/2013,3-1
Poland,Olsztyn,Jastrzebski,18.01. 17:00,PlusLiga,2012/2013,1-3
Poland,ONICO Warszawa,Olsztyn,13.01. 16:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Kedzierzyn-Kozle,13.01. 13:30,PlusLiga,2012/2013,0-3
Poland,Czestochowa,Rzeszow,12.01. 16:00,PlusLiga,2012/2013,0-3
Poland,Kielce,Gdansk,12.01. 16:00,PlusLiga,2012/2013,1-3
Poland,Bydgoszcz,Belchatow,12.01. 13:30,PlusLiga,2012/2013,3-1
Poland,Gdansk,Czestochowa,05.01. 16:00,PlusLiga,2012/2013,3-2
Poland,ONICO Warszawa,Kielce,05.01. 13:30,PlusLiga,2012/2013,2-3
Poland,Belchatow,Jastrzebski,04.01. 17:00,PlusLiga,2012/2013,0-3
Poland,Olsztyn,Kedzierzyn-Kozle,04.01. 17:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,Bydgoszcz,04.01. 17:00,PlusLiga,2012/2013,3-0
Poland,Kielce,Olsztyn,23.12. 13:30,PlusLiga,2012/2013,3-2
Poland,Bydgoszcz,Gdansk,22.12. 19:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Rzeszow,22.12. 16:00,PlusLiga,2012/2013,3-0
Poland,Czestochowa,ONICO Warszawa,22.12. 13:00,PlusLiga,2012/2013,1-3
Poland,Kedzierzyn-Kozle,Belchatow,21.12. 17:00,PlusLiga,2012/2013,3-1
Poland,ONICO Warszawa,Bydgoszcz,16.12. 16:00,PlusLiga,2012/2013,0-3
Poland,Gdansk,Jastrzebski,15.12. 16:00,PlusLiga,2012/2013,1-3
Poland,Kielce,Czestochowa,15.12. 16:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,Kedzierzyn-Kozle,15.12. 13:30,PlusLiga,2012/2013,3-2
Poland,Olsztyn,Belchatow,14.12. 19:00,PlusLiga,2012/2013,1-3
Poland,Bydgoszcz,Kielce,10.12. 17:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,ONICO Warszawa,08.12. 16:00,PlusLiga,2012/2013,3-2
Poland,Kedzierzyn-Kozle,Gdansk,08.12. 16:00,PlusLiga,2012/2013,1-3
Poland,Belchatow,Rzeszow,08.12. 13:30,PlusLiga,2012/2013,3-0
Poland,Czestochowa,Olsztyn,07.12. 16:30,PlusLiga,2012/2013,1-3
Poland,ONICO Warszawa,Kedzierzyn-Kozle,03.12. 17:00,PlusLiga,2012/2013,0-3
Poland,Czestochowa,Bydgoszcz,01.12. 16:00,PlusLiga,2012/2013,1-3
Poland,Olsztyn,Rzeszow,01.12. 16:00,PlusLiga,2012/2013,2-3
Poland,Gdansk,Belchatow,01.12. 15:00,PlusLiga,2012/2013,0-3
Poland,Kielce,Jastrzebski,01.12. 13:30,PlusLiga,2012/2013,2-3
Poland,Gdansk,Rzeszow,29.11. 18:00,PlusLiga,2012/2013,0-3
Poland,ONICO Warszawa,Belchatow,28.11. 19:00,PlusLiga,2012/2013,3-2
Poland,Bydgoszcz,Olsztyn,28.11. 17:00,PlusLiga,2012/2013,3-1
Poland,Czestochowa,Jastrzebski,28.11. 17:00,PlusLiga,2012/2013,0-3
Poland,Kielce,Kedzierzyn-Kozle,28.11. 17:00,PlusLiga,2012/2013,0-3
Poland,Belchatow,Kielce,25.11. 14:00,PlusLiga,2012/2013,3-1
Poland,Jastrzebski,Bydgoszcz,24.11. 19:00,PlusLiga,2012/2013,3-2
Poland,Kedzierzyn-Kozle,Czestochowa,24.11. 16:00,PlusLiga,2012/2013,3-2
Poland,Rzeszow,ONICO Warszawa,24.11. 16:00,PlusLiga,2012/2013,3-0
Poland,Gdansk,Olsztyn,23.11. 19:00,PlusLiga,2012/2013,2-3
Poland,Bydgoszcz,Kedzierzyn-Kozle,18.11. 13:30,PlusLiga,2012/2013,3-2
Poland,Czestochowa,Belchatow,17.11. 16:00,PlusLiga,2012/2013,1-3
Poland,Jastrzebski,Olsztyn,17.11. 16:00,PlusLiga,2012/2013,3-0
Poland,Rzeszow,Kielce,17.11. 13:30,PlusLiga,2012/2013,3-0
Poland,ONICO Warszawa,Gdansk,16.11. 19:00,PlusLiga,2012/2013,2-3
Poland,Belchatow,Olsztyn,15.11. 18:00,PlusLiga,2012/2013,3-1
Poland,Belchatow,Bydgoszcz,10.11. 18:00,PlusLiga,2012/2013,3-0
Poland,Gdansk,Kielce,10.11. 17:30,PlusLiga,2012/2013,0-3
Poland,Olsztyn,ONICO Warszawa,10.11. 16:00,PlusLiga,2012/2013,0-3
Poland,Rzeszow,Czestochowa,10.11. 16:00,PlusLiga,2012/2013,2-3
Poland,Kedzierzyn-Kozle,Jastrzebski,09.11. 19:00,PlusLiga,2012/2013,3-0
Poland,Bydgoszcz,Rzeszow,05.11. 17:00,PlusLiga,2012/2013,3-1
Poland,Jastrzebski,Belchatow,04.11. 16:00,PlusLiga,2012/2013,3-1
Poland,Czestochowa,Gdansk,03.11. 16:00,PlusLiga,2012/2013,1-3
Poland,Kedzierzyn-Kozle,Olsztyn,03.11. 16:00,PlusLiga,2012/2013,3-0
Poland,Kielce,ONICO Warszawa,03.11. 16:00,PlusLiga,2012/2013,1-3
Poland,Rzeszow,Jastrzebski,28.10. 16:00,PlusLiga,2012/2013,3-0
Poland,Gdansk,Bydgoszcz,28.10. 15:00,PlusLiga,2012/2013,1-3
Poland,Olsztyn,Kielce,28.10. 15:00,PlusLiga,2012/2013,0-3
Poland,Belchatow,Kedzierzyn-Kozle,27.10. 12:30,PlusLiga,2012/2013,2-3
Poland,ONICO Warszawa,Czestochowa,26.10. 18:00,PlusLiga,2012/2013,3-0
Poland,Czestochowa,Kielce,20.10. 15:00,PlusLiga,2012/2013,0-3
Poland,Jastrzebski,Gdansk,20.10. 15:00,PlusLiga,2012/2013,3-0
Poland,Bydgoszcz,ONICO Warszawa,20.10. 12:30,PlusLiga,2012/2013,1-3
Poland,Kedzierzyn-Kozle,Rzeszow,19.10. 18:00,PlusLiga,2012/2013,3-1
Poland,Kielce,Bydgoszcz,15.10. 18:30,PlusLiga,2012/2013,1-3
Poland,ONICO Warszawa,Jastrzebski,14.10. 15:00,PlusLiga,2012/2013,3-1
Poland,Gdansk,Kedzierzyn-Kozle,14.10. 12:30,PlusLiga,2012/2013,0-3
Poland,Olsztyn,Czestochowa,13.10. 15:00,PlusLiga,2012/2013,3-0
Poland,Rzeszow,Belchatow,09.10. 16:00,PlusLiga,2012/2013,3-2
Poland,Belchatow,Gdansk,07.10. 11:30,PlusLiga,2012/2013,3-0
Poland,Bydgoszcz,Czestochowa,06.10. 15:00,PlusLiga,2012/2013,3-0
Poland,Jastrzebski,Kielce,06.10. 15:00,PlusLiga,2012/2013,3-0
Poland,Kedzierzyn-Kozle,ONICO Warszawa,06.10. 15:00,PlusLiga,2012/2013,3-1
Poland,Rzeszow,Olsztyn,06.10. 12:30,PlusLiga,2012/2013,3-0
Poland,Olsztyn,ONICO Warszawa,30.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Kedzierzyn-Kozle,Jastrzebski,27.04. 16:00,PlusLiga,2013/2014,0-3
Poland,ONICO Warszawa,Olsztyn,27.04. 16:00,PlusLiga,2013/2014,1-3
Poland,Belchatow,Rzeszow,27.04. 12:45,PlusLiga,2013/2014,3-0
Poland,ONICO Warszawa,Olsztyn,26.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Kedzierzyn-Kozle,Jastrzebski,26.04. 15:00,PlusLiga,2013/2014,3-2
Poland,Czarni Radom,Kielce,25.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Rzeszow,Belchatow,23.04. 18:00,PlusLiga,2013/2014,0-3
Poland,Jastrzebski,Kedzierzyn-Kozle,23.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Jastrzebski,Kedzierzyn-Kozle,22.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Rzeszow,Belchatow,22.04. 16:00,PlusLiga,2013/2014,2-3
Poland,Olsztyn,ONICO Warszawa,19.04. 14:00,PlusLiga,2013/2014,2-3
Poland,Olsztyn,ONICO Warszawa,18.04. 16:00,PlusLiga,2013/2014,3-2
Poland,Rzeszow,Kedzierzyn-Kozle,17.04. 18:30,PlusLiga,2013/2014,3-1
Poland,Kielce,Czarni Radom,17.04. 16:00,PlusLiga,2013/2014,1-3
Poland,Jastrzebski,Belchatow,13.04. 12:45,PlusLiga,2013/2014,0-3
Poland,Czarni Radom,ONICO Warszawa,12.04. 15:00,PlusLiga,2013/2014,2-3
Poland,Olsztyn,Kielce,12.04. 15:00,PlusLiga,2013/2014,3-2
Poland,Kedzierzyn-Kozle,Rzeszow,12.04. 12:45,PlusLiga,2013/2014,1-3
Poland,Kedzierzyn-Kozle,Rzeszow,11.04. 16:00,PlusLiga,2013/2014,2-3
Poland,Belchatow,Jastrzebski,07.04. 16:00,PlusLiga,2013/2014,3-0
Poland,ONICO Warszawa,Czarni Radom,06.04. 13:00,PlusLiga,2013/2014,3-0
Poland,Belchatow,Jastrzebski,06.04. 11:30,PlusLiga,2013/2014,3-2
Poland,Rzeszow,Kedzierzyn-Kozle,05.04. 18:00,PlusLiga,2013/2014,2-3
Poland,Kielce,Olsztyn,05.04. 15:00,PlusLiga,2013/2014,0-3
Poland,Gdansk,Bielsko-Biala,05.04. 09:00,PlusLiga,2013/2014,3-0
Poland,Rzeszow,Kedzierzyn-Kozle,04.04. 18:00,PlusLiga,2013/2014,2-3
Poland,Czarni Radom,Jastrzebski,28.03. 17:00,PlusLiga,2013/2014,0-3
Poland,Bydgoszcz,Czestochowa,28.03. 17:00,PlusLiga,2013/2014,3-1
Poland,ONICO Warszawa,Belchatow,24.03. 18:00,PlusLiga,2013/2014,1-3
Poland,Kielce,Rzeszow,23.03. 17:00,PlusLiga,2013/2014,0-3
